Record,Democrats,Female,HomeOwners,White,Age,Commute,Education,EmployeeWage,HouseholdSize,Income,County,LogPrice,LogProfit,Month,BestBuy,Employees,Krogers,Population,Rainfall,UnemploymentRate,Year
435,0.513305815919,0.498997102647,0.44736314817,0.739823902433,57.0,6.0,6.0,68.1307430495,1.0,58.5477076252,10.0,5.69137317532,2.90170643083,1.0,1.0,1.0,1.0,51.4905357348,4.38217858169,0.0715740024236,2017.0
743,0.438267541019,0.459469036686,0.249750247245,0.251199609225,40.0,40.0,21.0,64.9290200969,3.0,109.155958284,16.0,7.94038990917,5.3427077563,6.0,0.0,4.0,0.0,79.8801500475,7.66995279096,0.190678246284,2017.0
288,0.78709370337,0.562453926736,0.380214258429,0.0158008936601,25.0,23.0,17.0,140.366566322,2.0,68.4805202528,6.0,6.66271119089,3.42048361139,12.0,3.0,7.0,4.0,164.822496783,8.89550387977,0.145186509536,2018.0
181,0.848105786462,0.438530358025,0.295898111766,0.31938501342,36.0,7.0,7.0,14.4286325523,1.0,85.9057929261,4.0,5.74158592523,11.5706947285,10.0,1.0,5.0,1.0,74.3440911291,4.57757366464,0.118751728907,2015.0
987,0.660048705563,0.534213580966,0.478475044153,0.0352834421408,68.0,15.0,12.0,5.75654671526,4.0,82.7496061074,21.0,6.21365815975,15.4968626073,7.0,2.0,10.0,7.0,259.171093195,4.38711955504,0.0440929768652,2017.0
350,0.162701820684,0.5104398869,0.637449882891,0.0392999684005,52.0,68.0,21.0,146.043861677,1.0,57.3459612982,8.0,4.82507915127,15.1913326744,4.0,3.0,6.0,3.0,174.098249788,6.75420125934,0.00872488683028,2016.0
1113,0.754821617517,0.540782919126,0.493965559163,0.656467221728,25.0,32.0,20.0,14.7088358098,2.0,79.9998908037,24.0,6.77859860232,2.610820452,3.0,2.0,3.0,2.0,107.090829109,4.72003480058,0.136699427221,2015.0
563,0.253286403866,0.482663445179,0.219557190649,0.0810710083012,32.0,48.0,15.0,33.2922559951,1.0,82.5272254317,12.0,8.05172474054,1.75207245944,9.0,0.0,4.0,2.0,98.083663618,6.24491915223,0.184383084627,2017.0
491,0.87607010608,0.538183874629,0.264131621935,0.198453356159,21.0,33.0,15.0,137.67870739,3.0,65.1285366963,11.0,5.42068145259,10.9167150937,3.0,3.0,7.0,5.0,182.729519753,6.89858956267,0.0258660147385,2017.0
97,0.521953230415,0.432130450465,0.623264903572,0.0150402802606,71.0,5.0,11.0,32.6671378883,8.0,72.2978780034,3.0,6.14540758073,4.35390852357,1.0,1.0,2.0,0.0,59.8661943797,8.36820781726,0.169815763021,2015.0
774,0.569893683071,0.487472005979,0.520682650548,0.0285542062221,33.0,15.0,7.0,0.379797894676,4.0,56.0304472197,17.0,4.12506512524,13.448667563,2.0,0.0,2.0,1.0,67.3596841897,2.28988653343,0.164950845871,2016.0
339,0.591076639106,0.573447901004,0.49971737379,0.453167894177,67.0,35.0,7.0,161.592388512,3.0,77.0314362144,8.0,5.28519173642,11.7023927037,1.0,0.0,3.0,2.0,58.6377052941,4.41155442446,0.167158787779,2017.0
464,0.188397615969,0.522936931259,0.592894399984,0.534998298665,57.0,12.0,17.0,76.3042778789,7.0,71.8588051868,10.0,6.8437357543,9.32063276826,8.0,4.0,12.0,8.0,213.654799693,2.30042895939,0.08390709612,2018.0
72,0.866423652773,0.487564191415,0.334052054283,0.233695821707,55.0,63.0,14.0,51.5083584019,5.0,87.7113418586,2.0,8.65778655954,-1.28858165074,6.0,1.0,6.0,2.0,137.078221984,7.68085611721,0.0387952663895,2018.0
26,0.211905847692,0.57868122136,0.293703433201,0.237877312039,47.0,57.0,17.0,130.476528351,8.0,104.353231737,1.0,8.72318973569,-1.53272643632,7.0,0.0,2.0,1.0,55.5418139471,3.58682460104,0.0114288076051,2016.0
453,0.545676623358,0.520293426167,0.398342774834,0.178146618016,64.0,5.0,15.0,127.45245755,8.0,73.6245194939,10.0,6.36669960052,9.18069832279,6.0,3.0,9.0,3.0,177.661006369,8.96344577152,0.146140415658,2015.0
250,0.763782156646,0.508846600139,0.205275489977,0.873095372633,70.0,60.0,17.0,112.677475443,6.0,73.2478893109,6.0,5.84216208257,11.4910962522,3.0,2.0,13.0,2.0,267.028802222,4.77133735705,0.107362337487,2016.0
961,0.0548768701654,0.473784624942,0.244025030308,0.496037035777,39.0,6.0,17.0,81.8537506429,6.0,52.0541360697,21.0,2.82423390757,23.4155391247,1.0,2.0,10.0,4.0,144.191931104,4.39623987235,0.0458949050207,2015.0
1036,0.073066733314,0.523652073006,0.394239183659,0.099703355878,51.0,64.0,19.0,77.6993078895,5.0,81.853290849,22.0,8.10522975054,3.23354011454,7.0,2.0,10.0,2.0,207.558816833,5.04065713222,0.142622672793,2018.0
534,0.199856203112,0.421414206007,0.546192120973,0.282108261927,51.0,21.0,7.0,61.6424571564,7.0,83.2386454775,12.0,7.03988840698,2.27107580247,2.0,1.0,11.0,7.0,194.586844643,8.69064140603,0.185618917657,2016.0
822,0.0946543184953,0.571338312533,0.612771852669,0.161241654974,39.0,42.0,10.0,109.130775883,8.0,99.2477046711,18.0,7.86772355717,-2.03315442003,2.0,2.0,4.0,1.0,108.559291585,4.0861188601,0.0149254228763,2016.0
212,0.000703856980869,0.529689253677,0.674650617212,0.0355184026728,53.0,38.0,14.0,90.5490874911,7.0,114.510861511,5.0,8.79488343844,-2.5367550738,5.0,0.0,2.0,0.0,22.1292109411,6.95231055468,0.0560087220293,2018.0
449,0.14142935407,0.492741343405,0.639803728112,0.331279747629,29.0,52.0,19.0,5.79968550405,2.0,90.4318866956,10.0,6.30884963126,15.8369165871,5.0,3.0,8.0,3.0,197.588026584,7.8505419532,0.0616272004645,2015.0
82,0.35349022192,0.511750227114,0.256428148981,0.283091045905,23.0,66.0,16.0,51.2358794235,5.0,102.036653854,2.0,8.97065540682,3.97264247471,9.0,5.0,13.0,2.0,285.061350063,5.6395921733,0.12074337953,2016.0
498,0.0129935555147,0.496326856753,0.352170325677,0.0517321813001,68.0,22.0,13.0,141.142910097,3.0,88.3501120973,11.0,7.39796360555,4.529584407,5.0,0.0,3.0,0.0,18.5044241676,9.84616213735,0.010760287566,2016.0
1063,0.00421023666358,0.540647674557,0.268542560488,0.765870353805,31.0,61.0,12.0,1.88738404723,4.0,48.7515688536,23.0,4.10304505882,14.2706700606,2.0,0.0,3.0,0.0,36.7404904228,7.38092202709,0.132438362404,2017.0
1099,0.299112595557,0.535638213515,0.61431255332,0.00226422075897,54.0,22.0,12.0,51.0156350199,5.0,70.5066817268,23.0,4.23657911538,17.4150527428,11.0,4.0,10.0,8.0,217.022025694,2.16970377621,0.0819375661771,2017.0
1045,0.332752979274,0.433218285936,0.282319239419,0.189636389881,70.0,64.0,13.0,24.8930253247,5.0,101.008272613,22.0,7.52401200999,1.46536500635,10.0,0.0,1.0,0.0,46.3017655119,4.09397510959,0.101521388317,2015.0
92,0.658859115803,0.474398357831,0.279456452248,0.21343438359,62.0,8.0,18.0,124.75085066,4.0,83.3019397529,2.0,7.04393173813,0.373784132322,11.0,1.0,6.0,4.0,117.671319512,5.95740986185,0.181483407275,2018.0
527,0.0988031353071,0.454538645224,0.479514918165,0.178282056935,64.0,68.0,15.0,22.9505007891,1.0,70.0632487027,11.0,6.63096842943,7.69203517748,12.0,2.0,13.0,5.0,279.517805706,9.71584758984,0.0441981873093,2017.0
1114,0.79752863297,0.422208638815,0.555754438327,0.475400930134,39.0,15.0,9.0,172.658150634,1.0,73.9837507107,24.0,6.29879169919,4.36625988321,3.0,1.0,3.0,0.0,72.5833754571,8.82005826101,0.0769877813576,2016.0
9,0.839350698626,0.507414370056,0.311644281819,0.544906245464,33.0,34.0,13.0,111.557703235,3.0,103.528743038,1.0,8.410665629,1.03151102912,3.0,2.0,14.0,2.0,271.202794539,3.99900633479,0.162245202648,2015.0
1011,0.109027865456,0.488979485951,0.368569542768,0.0180525718974,68.0,23.0,18.0,67.8495037498,1.0,69.5995541101,22.0,6.7214220854,2.68559498843,1.0,4.0,14.0,2.0,236.492212049,7.43088770184,0.0388812560163,2017.0
583,0.100266334894,0.433169737321,0.378539399717,0.0943398573725,72.0,63.0,14.0,28.304130401,3.0,83.2409253572,13.0,6.58636557629,4.69765544236,2.0,0.0,3.0,0.0,17.1500439341,6.36469193274,0.0960762935813,2017.0
313,0.834996956551,0.513164441723,0.60001642405,0.325646670668,45.0,43.0,13.0,75.1668286615,6.0,104.511698337,7.0,8.73705936014,-2.27125839553,7.0,0.0,4.0,1.0,43.5659932723,8.89041640267,0.0597459514379,2015.0
836,0.868610032065,0.428163192753,0.563831276694,0.0199012877784,34.0,54.0,8.0,88.0620214241,2.0,101.397651743,18.0,10.0197070655,-7.07352903347,5.0,4.0,7.0,6.0,200.364084798,7.588417451,0.0773030146919,2018.0
4,0.505517045137,0.56268517452,0.366576708505,0.0959549475105,63.0,25.0,10.0,6.00508316139,6.0,83.9242635731,1.0,8.18767032336,-8.84811793467,1.0,0.0,1.0,0.0,2.25255545385,8.00808956818,0.0808315305218,2018.0
113,0.687120023315,0.46105497432,0.526442180374,0.045244094976,35.0,27.0,9.0,64.7756473444,6.0,68.5377295697,3.0,5.74410476639,14.7219538687,5.0,1.0,8.0,2.0,149.125022131,2.46775466308,0.0758620498847,2015.0
1124,0.144777238703,0.532801833615,0.543606280991,0.0232298694065,47.0,24.0,15.0,19.1264677599,2.0,123.223843759,24.0,10.0754621185,0.790930123606,5.0,2.0,13.0,2.0,282.490266401,3.43205820707,0.0767797712165,2018.0
344,0.20896196266,0.51533040241,0.262699831857,0.101878589297,22.0,56.0,6.0,160.2297326,5.0,62.5826647209,8.0,5.43324404477,8.74300392109,2.0,1.0,9.0,7.0,185.574131261,2.10144523266,0.0535673937334,2018.0
962,0.156508754897,0.537217544366,0.552955384717,0.530815359719,68.0,53.0,16.0,177.671586727,6.0,70.9796504624,21.0,4.66514322206,16.836227897,1.0,3.0,9.0,5.0,194.312402699,6.71648974715,0.0981317021485,2016.0
752,0.238809622412,0.507818602605,0.471732136808,0.431246981131,69.0,15.0,15.0,115.596004891,3.0,96.7150532848,16.0,9.28024591375,-4.80826891084,8.0,2.0,10.0,8.0,217.839485169,5.67714051912,0.111884861368,2018.0
887,0.658232504489,0.426832881124,0.664682086564,0.600306377446,29.0,23.0,7.0,53.5962971906,1.0,142.489751777,19.0,11.8107965442,-13.7587841829,6.0,0.0,1.0,3.0,95.709181247,6.81978453647,0.0664665189995,2017.0
102,0.536667570503,0.453811265878,0.390962639077,0.731339205939,50.0,57.0,21.0,107.693870367,7.0,84.5371922072,3.0,6.54189355724,5.85748633866,2.0,2.0,8.0,1.0,143.134058154,7.80861857997,0.182838918041,2016.0
75,0.869528009978,0.515255002992,0.609343763141,0.939533670439,34.0,41.0,17.0,117.724047885,7.0,102.677040472,2.0,8.04288960725,5.80121108301,7.0,4.0,12.0,9.0,240.373336981,9.65050457406,0.105444480941,2017.0
445,0.126550353758,0.515805307295,0.526281701897,0.917490595592,72.0,70.0,18.0,119.846039043,2.0,70.4276033014,10.0,4.91005097507,15.104507536,4.0,0.0,5.0,1.0,32.5118366613,7.79495932464,0.139144444201,2015.0
1152,0.111609921873,0.552511640924,0.360033811214,0.868818238806,44.0,12.0,10.0,121.887493399,1.0,82.0475894975,24.0,5.94918342351,9.86495570209,12.0,2.0,15.0,5.0,253.602973347,6.86727272762,0.0416921939843,2018.0
1059,0.660261467642,0.523388175827,0.217901605938,0.467071490982,58.0,71.0,8.0,77.3970482154,3.0,54.575574092,23.0,5.37060066535,9.02563730959,1.0,0.0,3.0,2.0,57.602141692,9.06424454803,0.179101450768,2017.0
509,0.397347120193,0.429533752697,0.253760307584,0.17834575171,35.0,28.0,8.0,80.2885654132,8.0,81.5734556769,11.0,6.07146955264,10.7120400351,8.0,0.0,1.0,0.0,30.3296507308,8.25306543227,0.0557665906932,2015.0
30,0.663144045949,0.47140797208,0.554626613238,0.761423399174,35.0,29.0,6.0,135.100696968,3.0,106.108066665,1.0,10.0128362755,-6.67519963033,8.0,4.0,11.0,2.0,219.83570855,4.17363432532,0.0768808483302,2016.0
292,0.897002545568,0.500194878921,0.227732231522,0.305158830679,53.0,18.0,7.0,6.80938870362,7.0,96.4607694925,7.0,7.11592226698,0.416117500028,1.0,1.0,4.0,2.0,56.8696615699,4.85385225499,0.107252247109,2018.0
1072,0.805296256024,0.461963598713,0.631267316398,0.0189608894599,31.0,10.0,19.0,29.3049949534,8.0,82.4657604612,23.0,6.06371102945,8.0956082266,4.0,0.0,1.0,0.0,18.145573323,7.46053041823,0.113237045085,2018.0
1034,0.434981329467,0.473301345656,0.604040669277,0.875947885712,47.0,23.0,12.0,131.404036144,3.0,85.6810843094,22.0,6.96862160247,10.024231285,7.0,2.0,11.0,5.0,253.459939833,7.31503089727,0.0738627565532,2016.0
585,0.444600883323,0.52270018727,0.320156663804,0.00042421318526,64.0,5.0,7.0,70.8994184982,1.0,71.6227384003,13.0,6.6635764591,0.182884023597,3.0,2.0,7.0,3.0,106.3036245,4.522272571,0.195867600402,2015.0
695,0.145128954134,0.529549238473,0.656779895706,0.573101433531,41.0,45.0,9.0,118.703011229,4.0,118.880568781,15.0,10.299894931,-9.84749830239,6.0,0.0,1.0,0.0,3.95306711724,5.02070179041,0.0354357514328,2017.0
408,0.5703526575,0.53569408989,0.446673432007,0.604279317915,20.0,29.0,7.0,3.63369064567,3.0,91.4566402289,9.0,7.99398662437,4.59600078673,6.0,1.0,7.0,2.0,114.228409075,6.59808628239,0.194209088189,2018.0
1075,0.569130752652,0.55208418482,0.215800121077,0.884839638983,61.0,71.0,13.0,11.6081498303,5.0,87.8580428033,23.0,6.39884810417,16.3239577023,5.0,5.0,10.0,7.0,253.216970435,6.83174278099,0.179657783572,2017.0
158,0.391166754991,0.493781090377,0.397408364252,0.010332410043,38.0,59.0,21.0,30.3940533289,6.0,79.685508481,4.0,5.31087915788,16.7003434597,4.0,4.0,11.0,8.0,205.017163718,4.08030306118,0.183794972662,2016.0
439,0.808784615851,0.533301591251,0.455857717536,0.419842986115,72.0,38.0,6.0,5.8316849513,5.0,69.614521358,10.0,6.5708455173,3.46630321624,2.0,2.0,10.0,6.0,204.930536122,9.30415321853,0.00103856811816,2017.0
227,0.0353844953188,0.574849366758,0.65161816139,0.564141965165,28.0,59.0,19.0,170.647406067,4.0,99.3955743057,5.0,9.45928848864,-1.93401053307,9.0,4.0,10.0,2.0,224.778143819,6.79786808453,0.0643980818463,2017.0
927,0.293718713431,0.4909952284,0.311832771085,0.0978861211402,51.0,51.0,14.0,146.24013687,6.0,106.254725271,20.0,10.0283381412,-11.5361588535,4.0,2.0,12.0,11.0,282.218056603,2.21759446397,0.164024423274,2017.0
779,0.520001390925,0.522743460815,0.652699928552,0.990129917142,47.0,65.0,13.0,50.0288188044,5.0,71.2913191612,17.0,6.67603276134,1.33887450402,3.0,0.0,2.0,2.0,69.9501827459,3.12551848896,0.0458949438805,2017.0
127,0.468859322238,0.499514270274,0.310320917206,0.584742382289,44.0,59.0,13.0,56.8282679111,3.0,59.39715961,3.0,5.26737790902,16.8338145201,8.0,3.0,10.0,5.0,192.07924018,2.5309370651,0.0812699197635,2017.0
387,0.813548128728,0.448439876452,0.330968679816,0.0708549679476,51.0,48.0,12.0,113.678162535,6.0,61.5418185979,9.0,5.25843268885,8.39143886123,1.0,0.0,1.0,0.0,29.9524009108,9.43354683667,0.0269862572934,2017.0
484,0.55260234981,0.502664950856,0.539049661666,0.955948576969,42.0,36.0,13.0,5.28622871343,7.0,87.2471252877,11.0,6.91611315613,2.55115282029,1.0,1.0,7.0,3.0,181.968790812,9.20170166888,0.101913355006,2018.0
111,0.514458810576,0.579776651342,0.319625800777,0.156685505354,54.0,15.0,17.0,15.0651815697,4.0,93.4383544106,3.0,7.47065463246,1.35658308987,4.0,3.0,9.0,1.0,152.834771919,7.8707148871,0.194747339273,2017.0
86,0.814670055965,0.522100402833,0.535697233596,0.0166711379426,67.0,33.0,6.0,102.058716594,1.0,82.8554011148,2.0,7.06294164846,5.19563962234,10.0,3.0,12.0,4.0,157.973221375,3.98414396362,0.185638359802,2016.0
524,0.730984929849,0.526498500046,0.209428202348,0.74732996546,66.0,12.0,12.0,122.704634856,2.0,84.3404262477,11.0,5.82400283798,8.47902038139,11.0,0.0,1.0,0.0,31.0902219574,9.70243519597,0.0781151507332,2018.0
821,0.610207904177,0.489241062113,0.631043790449,0.106004777259,23.0,55.0,7.0,71.8339872361,5.0,89.9463389965,18.0,6.68692947259,5.24216833113,2.0,0.0,1.0,0.0,46.4704750584,6.68044596446,0.044445717682,2015.0
699,0.214868252268,0.537939065031,0.278764675115,0.290245691929,47.0,19.0,15.0,87.0792546778,4.0,120.643963046,15.0,10.6172528185,-10.7868324897,7.0,1.0,3.0,1.0,56.4624549875,6.45212289091,0.188081514682,2017.0
142,0.858735978684,0.507104981228,0.286938018554,0.329737055386,50.0,14.0,19.0,38.7665137537,1.0,90.6209882572,3.0,6.50454140013,8.55653303012,12.0,1.0,4.0,0.0,74.6362793807,2.99648260268,0.10549072056,2016.0
128,0.40447712233,0.46246429554,0.551691514043,0.516469515806,38.0,63.0,15.0,132.585924081,2.0,104.905228402,3.0,7.71120319765,7.98958982728,8.0,3.0,8.0,3.0,170.491267358,9.60980625584,0.03446363275,2018.0
202,0.0281879573942,0.50189077161,0.478981116709,0.447792560783,25.0,6.0,20.0,89.9780714394,2.0,90.7419296465,5.0,8.65333266626,-6.20913667121,3.0,4.0,12.0,7.0,234.645734467,4.24473142111,0.0263394673603,2016.0
950,0.367907907781,0.498670183386,0.405179540633,0.848095320936,29.0,22.0,6.0,72.3482125172,4.0,96.2283693224,20.0,6.70616383832,6.16574332539,10.0,1.0,4.0,1.0,93.9328616864,6.25538881946,0.16989105082,2016.0
535,0.815717568318,0.468723221264,0.507228834027,0.305733621876,59.0,17.0,19.0,16.1786464532,3.0,64.7116052754,12.0,6.3246394494,9.14079646868,2.0,5.0,16.0,8.0,296.774299487,7.69806455882,0.189667603306,2017.0
584,0.699658915878,0.471390332117,0.277098900024,0.0102448337505,41.0,65.0,17.0,9.75866762203,6.0,60.3486641284,13.0,5.25450601765,15.5101875823,2.0,2.0,17.0,5.0,280.438718391,2.21883367539,0.134256397319,2018.0
179,0.463688021332,0.539613022009,0.294503750848,0.28080084937,55.0,11.0,6.0,133.744528832,6.0,65.7506427041,4.0,5.00513168873,14.5887615954,9.0,0.0,4.0,2.0,71.7231083106,4.31840595874,0.0340216438027,2017.0
576,0.845208737955,0.518368359812,0.654790608836,0.32046587813,41.0,24.0,11.0,60.7626698202,6.0,88.0129297336,12.0,8.27938254367,-2.7225740768,12.0,1.0,10.0,3.0,196.615688,4.17327449928,0.117809727002,2018.0
728,0.715838687861,0.443383691062,0.220425013091,0.476891779396,69.0,69.0,11.0,142.075581773,3.0,82.8306637895,16.0,6.11673396451,8.1393708263,2.0,0.0,1.0,1.0,68.1108856496,5.89159124183,0.114395585387,2018.0
642,0.390216211378,0.541410498016,0.469843097099,0.779406878623,46.0,45.0,16.0,93.498103378,1.0,90.5201714557,14.0,6.97248033612,13.2052479378,5.0,5.0,13.0,8.0,297.942999847,3.62278428048,0.198434783508,2016.0
169,0.219333059454,0.495622729645,0.337507361504,0.0381069963767,35.0,69.0,20.0,89.460982713,2.0,69.8774735296,4.0,6.69797921181,8.17939154581,7.0,1.0,4.0,3.0,91.8063845371,9.39736153028,0.0931668268809,2015.0
22,0.138104175545,0.503816971264,0.605947437405,0.540172601724,60.0,51.0,16.0,82.5553785625,4.0,124.41566541,1.0,10.1031965975,-5.61623440645,6.0,2.0,5.0,2.0,125.585757608,3.96391396647,0.0312900874567,2016.0
393,0.376930220782,0.46388548338,0.220913458549,0.000188809063332,57.0,9.0,15.0,90.2567649701,6.0,80.1441241989,9.0,6.54508696173,3.89381397118,3.0,2.0,6.0,1.0,101.016091263,2.90732855041,0.150078639506,2015.0
614,0.88005650712,0.509523292016,0.549506536402,0.13384255155,56.0,24.0,9.0,69.307251961,5.0,82.9715129816,13.0,7.09348877005,4.54647643282,10.0,5.0,18.0,10.0,273.382200584,7.7878724029,0.0968018177939,2016.0
59,0.6749112331,0.426785983412,0.359788006724,0.363650765247,70.0,45.0,20.0,14.4339184624,8.0,83.0395076393,2.0,6.84192984168,5.26254085221,3.0,2.0,6.0,2.0,110.980351927,2.5225849325,0.121025306293,2017.0
1029,0.0899500148421,0.430364053326,0.569636018974,0.921051238469,39.0,15.0,20.0,91.4575822922,4.0,64.7832192819,22.0,5.15090286986,15.2565853318,6.0,0.0,2.0,1.0,45.3694617077,4.97558719799,0.191294739665,2015.0
1051,0.641686695175,0.571950359449,0.678839831259,0.895288529248,37.0,8.0,8.0,148.447990948,1.0,67.952120951,22.0,4.97094999724,12.4679682853,11.0,3.0,9.0,3.0,197.020578215,5.60866680953,0.190868306391,2017.0
504,0.0561567069718,0.535544353805,0.561390377805,0.527665337477,19.0,11.0,8.0,52.5615918231,5.0,108.986183875,11.0,8.15761693949,1.81000777022,6.0,0.0,1.0,1.0,25.7189649768,9.78365094149,0.15591233085,2018.0
417,0.544016857693,0.447327836492,0.248648930952,0.0337361557452,22.0,19.0,8.0,135.134616648,2.0,97.3298969198,9.0,7.8948492347,4.29331816005,9.0,1.0,3.0,2.0,80.0188038727,5.30454199015,0.134178854426,2015.0
478,0.160669030828,0.573353719641,0.542140587837,0.839431649223,19.0,23.0,10.0,174.380481922,2.0,82.7341010058,10.0,5.51558179584,9.71432681462,12.0,1.0,3.0,1.0,66.4060656745,9.86152591458,0.192150920369,2016.0
312,0.880737141692,0.425582908666,0.421181928764,0.482717721035,58.0,18.0,10.0,56.2292249766,8.0,111.418906931,7.0,9.59566886338,-7.31196040508,6.0,0.0,1.0,0.0,29.2810230978,3.19960946368,0.171476570887,2018.0
88,0.546827794063,0.489922449707,0.479528471023,0.123338788944,23.0,53.0,15.0,20.6018978171,2.0,94.8510082828,2.0,7.47082035696,3.87977615961,10.0,1.0,6.0,3.0,174.373924175,4.71636619561,0.0437988582551,2018.0
139,0.774933602523,0.437683305396,0.558690254168,0.342746044972,38.0,17.0,12.0,111.250629744,7.0,95.8469023371,3.0,6.73451183223,5.39062964065,11.0,0.0,4.0,2.0,62.7955203321,3.7403968923,0.164108063367,2017.0
767,0.35901899184,0.541688868592,0.453811774733,0.715756308847,64.0,32.0,20.0,18.1099437557,6.0,80.1596698164,16.0,7.18729719847,3.80506100978,12.0,2.0,8.0,2.0,236.947159518,3.98755276998,0.0047421832888,2017.0
647,0.482968250208,0.570234248778,0.35861671221,0.189690106467,51.0,68.0,10.0,32.3436766177,2.0,109.374549044,14.0,8.10028472283,7.44673831055,6.0,2.0,12.0,9.0,242.267706876,6.53109620132,0.188469095463,2017.0
952,0.875691813546,0.497840972353,0.629458297063,0.535359939375,49.0,54.0,16.0,89.5747671364,4.0,91.4919572476,20.0,7.9379533114,-3.7581290443,10.0,0.0,1.0,0.0,5.70881464435,8.49309422567,0.178237213983,2018.0
307,0.789683121508,0.549752836786,0.288933852053,0.543752343417,34.0,68.0,18.0,139.914515505,8.0,106.537376358,7.0,8.19827448463,4.77320943056,5.0,0.0,5.0,3.0,90.5328421756,4.06040119951,0.0538892804658,2017.0
232,0.730004073377,0.531092052001,0.433733805797,0.0333330660344,35.0,5.0,18.0,89.5790548369,7.0,85.3779083828,5.0,7.50481124509,-3.01869969055,10.0,1.0,3.0,2.0,69.7939082842,3.75046696909,0.188390878959,2018.0
488,0.142299589972,0.442748181098,0.558189018445,0.296502636415,35.0,65.0,12.0,66.2837106721,4.0,82.0876906447,11.0,7.21621234555,2.97639855155,2.0,1.0,6.0,4.0,117.479291043,8.9664548391,0.188208317249,2018.0
607,0.878744533629,0.519516676632,0.593628874809,0.0125012068983,58.0,62.0,15.0,170.877159608,4.0,85.6701881391,13.0,6.16009153711,17.1228494254,8.0,2.0,14.0,8.0,269.103459417,9.19660562133,0.145589269623,2017.0
650,0.401203897429,0.435961787416,0.224471537924,0.218180854831,21.0,44.0,8.0,53.3420336575,4.0,63.8852546212,14.0,5.02585770304,14.7050210639,7.0,2.0,1.0,1.0,103.662506238,2.45581552319,0.0250536896243,2016.0
343,0.51095126841,0.50813781851,0.571740924137,0.410418331286,31.0,22.0,20.0,125.66418765,2.0,58.9994064477,8.0,5.51786663126,14.0477529911,2.0,5.0,15.0,2.0,296.05820718,4.88940792192,0.151663670047,2017.0
665,0.339251643133,0.548891983617,0.319920913476,0.998184103051,37.0,22.0,17.0,113.400036465,7.0,62.0915181273,14.0,5.1997516553,9.56876470919,11.0,0.0,3.0,1.0,75.6817427995,4.27511785146,0.145495767717,2015.0
284,0.308356458571,0.555146005192,0.508934062037,0.449624006605,33.0,8.0,17.0,17.541776889,7.0,62.259984231,6.0,4.66182743979,12.7066467128,11.0,0.0,3.0,0.0,79.9561219655,9.77822081538,0.190434760305,2018.0
476,0.468237195598,0.455428622627,0.575850320521,0.391176857065,22.0,19.0,18.0,130.506077845,4.0,55.6771270117,10.0,3.98595526322,17.7732741271,11.0,1.0,11.0,3.0,166.90044342,7.09124999845,0.181019425714,2018.0
1088,0.123820866218,0.434769570844,0.598105803943,0.532487555573,54.0,57.0,21.0,173.472933836,5.0,108.700050771,23.0,8.27493448204,5.89336871983,8.0,2.0,4.0,3.0,103.263053622,5.83844882149,0.105971684554,2018.0
777,0.381462407029,0.468803155216,0.531390458097,0.441159539427,70.0,50.0,12.0,74.4946857425,2.0,60.8132674627,17.0,6.03456583382,4.51909517014,3.0,0.0,5.0,1.0,98.2926487847,9.3983462064,0.0746651205102,2015.0
880,0.756232931482,0.437846601127,0.502231208786,0.79728379273,36.0,8.0,11.0,6.93621301463,7.0,143.960550739,19.0,11.6515754913,-13.8702990208,4.0,1.0,7.0,3.0,170.197244845,4.50813820057,0.126291348203,2018.0
317,0.147094623846,0.444535168435,0.450695455151,0.00169861554688,35.0,59.0,19.0,22.8506633359,3.0,141.535883415,7.0,11.5961865933,-10.6213697964,8.0,3.0,8.0,3.0,167.836936622,7.76365830838,0.0739332459615,2015.0
118,0.890237181951,0.525439375061,0.592904170997,0.146767833074,67.0,35.0,12.0,70.9225139601,1.0,89.7653272072,3.0,7.77931633758,5.23290274819,6.0,5.0,11.0,5.0,269.538751054,2.62533888505,0.141567354397,2016.0
1116,0.11449879426,0.573956820825,0.349211026201,0.393559208838,63.0,67.0,7.0,22.1509897012,2.0,87.7453043284,24.0,6.30717615505,9.356182958,3.0,4.0,11.0,2.0,204.738290247,6.437373827,0.178973206498,2018.0
924,0.373430796787,0.508334595407,0.463804152966,0.594998607523,65.0,11.0,7.0,9.46093931429,5.0,79.5987339157,20.0,5.33353948492,12.1615421713,3.0,4.0,12.0,7.0,241.725859562,7.89842652076,0.0325444488064,2018.0
968,0.572413073667,0.45375144421,0.576265403228,0.203543029675,40.0,67.0,18.0,180.120300558,7.0,67.5692987582,21.0,4.45928400965,21.6270800406,2.0,2.0,10.0,2.0,248.521370737,5.20718211929,0.135312353313,2018.0
930,0.0985922031282,0.493214220985,0.343065336036,0.19612486674,40.0,35.0,7.0,11.2262011786,1.0,98.6273542401,20.0,7.85270644489,4.76635427617,5.0,1.0,5.0,1.0,95.3219862991,7.62335008141,0.174898923366,2016.0
12,0.109014041038,0.551105214872,0.513264304145,0.335132605407,20.0,57.0,20.0,171.609703378,2.0,95.6568081885,1.0,8.70021355031,-2.27898103938,3.0,5.0,17.0,11.0,275.478610009,8.74927224991,0.150516920041,2018.0
758,0.776628009996,0.524051780914,0.388188074008,0.200665132023,44.0,40.0,10.0,121.019071882,6.0,89.4662175336,16.0,6.55192876061,6.6801963174,10.0,1.0,7.0,3.0,112.57751012,8.87090285533,0.0813638268113,2016.0
